row,Period,Năm,Tháng,BU,GEO,Province2,Product,Brand Lv1,Brand Lv2,Price Class,Qty,Revenue
182128,2021-03,2021,3,An Phat PC,Đông Nam Bộ,Dong Nai,Laptop,Acer,Acer,16M - 20M,9,155518908
182129,2021-03,2021,3,An Phat PC,Đông Nam Bộ,Dong Nai,Laptop,Acer,Acer,20M - 25M,6,148924305
182130,2021-03,2021,3,An Phat PC,Đông Nam Bộ,Dong Nai,Laptop,Acer,Acer,8M - 10M,16,139893202
182131,2021-03,2021,3,An Phat PC,Đông Nam Bộ,Tay Ninh,Laptop,Acer,Acer,10M - 12M,6,63458181
182132,2021-03,2021,3,An Phat PC,Đông Nam Bộ,Tay Ninh,Laptop,Acer,Acer,12M - 14M,8,91200000
182133,2021-03,2021,3,An Phat PC,Đông Nam Bộ,Tay Ninh,Laptop,Acer,Acer,14M - 16M,3,42845454
182134,2021-03,2021,3,An Phat PC,Đông Nam Bộ,Tay Ninh,Laptop,Acer,Acer,16M - 20M,12,202618182
182135,2021-03,2021,3,An Phat PC,Đông Nam Bộ,Tay Ninh,Laptop,Acer,Acer,20M - 25M,4,87236364
182136,2021-03,2021,3,An Phat PC,Đông Nam Bộ,Tay Ninh,Laptop,Acer,Acer,8M - 10M,9,77488176
182137,2021-03,2021,3,An Phat PC,HCM,Ho Chi Minh,Laptop,Acer,Acer,<8M,24,164290821
182138,2021-03,2021,3,An Phat PC,HCM,Ho Chi Minh,Laptop,Acer,Acer,>25M,2,53634364
182139,2021-03,2021,3,An Phat PC,HCM,Ho Chi Minh,Laptop,Acer,Acer,10M - 12M,16,166305398
182140,2021-03,2021,3,An Phat PC,HCM,Ho Chi Minh,Laptop,Acer,Acer,12M - 14M,116,1391999244
182141,2021-03,2021,3,An Phat PC,HCM,Ho Chi Minh,Laptop,Acer,Acer,14M - 16M,39,532093545
182142,2021-03,2021,3,An Phat PC,HCM,Ho Chi Minh,Laptop,Acer,Acer,16M - 20M,66,1103014296
182143,2021-03,2021,3,An Phat PC,HCM,Ho Chi Minh,Laptop,Acer,Acer,20M - 25M,48,997129696
182144,2021-03,2021,3,An Phat PC,HCM,Ho Chi Minh,Laptop,Acer,Acer,8M - 10M,212,1848889416
182145,2021-03,2021,3,An Phat PC,HN,Ha Noi,Laptop,Acer,Acer,<8M,8,55563636
182146,2021-03,2021,3,An Phat PC,HN,Ha Noi,Laptop,Acer,Acer,>25M,4,99963636
182147,2021-03,2021,3,An Phat PC,HN,Ha Noi,Laptop,Acer,Acer,10M - 12M,9,91896663
182148,2021-03,2021,3,An Phat PC,HN,Ha Noi,Laptop,Acer,Acer,12M - 14M,32,366953440
182149,2021-03,2021,3,An Phat PC,HN,Ha Noi,Laptop,Acer,Acer,14M - 16M,28,371623636
182150,2021-03,2021,3,An Phat PC,HN,Ha Noi,Laptop,Acer,Acer,16M - 20M,18,301540908
182151,2021-03,2021,3,An Phat PC,HN,Ha Noi,Laptop,Acer,Acer,8M - 10M,39,341866101
182152,2021-03,2021,3,An Phat PC,Miền Bắc 1,Bac Giang,Laptop,Acer,Acer,<8M,4,27781818
182153,2021-03,2021,3,An Phat PC,Miền Bắc 1,Bac Giang,Laptop,Acer,Acer,10M - 12M,6,55581819
182154,2021-03,2021,3,An Phat PC,Miền Bắc 1,Bac Giang,Laptop,Acer,Acer,12M - 14M,6,70854546
182155,2021-03,2021,3,An Phat PC,Miền Bắc 1,Bac Giang,Laptop,Acer,Acer,14M - 16M,2,28430303
182156,2021-03,2021,3,An Phat PC,Miền Bắc 1,Bac Kan,Laptop,Acer,Acer,10M - 12M,6,63000000
182157,2021-03,2021,3,An Phat PC,Miền Bắc 1,Bac Kan,Laptop,Acer,Acer,12M - 14M,4,48872728
182158,2021-03,2021,3,An Phat PC,Miền Bắc 1,Bac Kan,Laptop,Acer,Acer,14M - 16M,4,52509090
182159,2021-03,2021,3,An Phat PC,Miền Bắc 1,Bac Kan,Laptop,Acer,Acer,8M - 10M,4,35145454
182160,2021-03,2021,3,An Phat PC,Miền Bắc 1,Bac Ninh,Laptop,Acer,Acer,10M - 12M,32,322092312
182161,2021-03,2021,3,An Phat PC,Miền Bắc 1,Bac Ninh,Laptop,Acer,Acer,12M - 14M,6,72627272
182162,2021-03,2021,3,An Phat PC,Miền Bắc 1,Bac Ninh,Laptop,Acer,Acer,14M - 16M,6,81763635
182163,2021-03,2021,3,An Phat PC,Miền Bắc 1,Bac Ninh,Laptop,Acer,Acer,16M - 20M,6,109036365
182164,2021-03,2021,3,An Phat PC,Miền Bắc 1,Bac Ninh,Laptop,Acer,Acer,20M - 25M,2,41800000
182165,2021-03,2021,3,An Phat PC,Miền Bắc 1,Bac Ninh,Laptop,Acer,Acer,8M - 10M,4,33963636
182166,2021-03,2021,3,An Phat PC,Miền Bắc 1,Cao Bang,Laptop,Acer,Acer,<8M,4,27781818
182167,2021-03,2021,3,An Phat PC,Miền Bắc 1,Cao Bang,Laptop,Acer,Acer,10M - 12M,6,63013636
182168,2021-03,2021,3,An Phat PC,Miền Bắc 1,Cao Bang,Laptop,Acer,Acer,12M - 14M,6,74945454
182169,2021-03,2021,3,An Phat PC,Miền Bắc 1,Cao Bang,Laptop,Acer,Acer,14M - 16M,1,13281818
182170,2021-03,2021,3,An Phat PC,Miền Bắc 1,Cao Bang,Laptop,Acer,Acer,8M - 10M,3,25472727
182171,2021-03,2021,3,An Phat PC,Miền Bắc 1,Dien Bien,Laptop,Acer,Acer,10M - 12M,4,36590910
182172,2021-03,2021,3,An Phat PC,Miền Bắc 1,Dien Bien,Laptop,Acer,Acer,12M - 14M,4,48236364
182173,2021-03,2021,3,An Phat PC,Miền Bắc 1,Dien Bien,Laptop,Acer,Acer,14M - 16M,2,27563636
182174,2021-03,2021,3,An Phat PC,Miền Bắc 1,Ha Giang,Laptop,Acer,Acer,12M - 14M,2,23072728
182175,2021-03,2021,3,An Phat PC,Miền Bắc 1,Ha Giang,Laptop,Acer,Acer,16M - 20M,3,45927273
182176,2021-03,2021,3,An Phat PC,Miền Bắc 1,Hoa Binh,Laptop,Acer,Acer,10M - 12M,8,74109092
182177,2021-03,2021,3,An Phat PC,Miền Bắc 1,Hoa Binh,Laptop,Acer,Acer,8M - 10M,8,67927272
182178,2021-03,2021,3,An Phat PC,Miền Bắc 1,Lao Cai,Laptop,Acer,Acer,10M - 12M,9,91963635
182179,2021-03,2021,3,An Phat PC,Miền Bắc 1,Lao Cai,Laptop,Acer,Acer,14M - 16M,1,13627273
182180,2021-03,2021,3,An Phat PC,Miền Bắc 1,Lai chau,Laptop,Acer,Acer,10M - 12M,9,90463635
182181,2021-03,2021,3,An Phat PC,Miền Bắc 1,Lai chau,Laptop,Acer,Acer,12M - 14M,2,24951515
182182,2021-03,2021,3,An Phat PC,Miền Bắc 1,Lai chau,Laptop,Acer,Acer,14M - 16M,3,41345454
182183,2021-03,2021,3,An Phat PC,Miền Bắc 1,Lai chau,Laptop,Acer,Acer,16M - 20M,2,36345454
182184,2021-03,2021,3,An Phat PC,Miền Bắc 1,Lai chau,Laptop,Acer,Acer,8M - 10M,6,52718181
182185,2021-03,2021,3,An Phat PC,Miền Bắc 1,Lang Son,Laptop,Acer,Acer,10M - 12M,9,87872727
182186,2021-03,2021,3,An Phat PC,Miền Bắc 1,Lang Son,Laptop,Acer,Acer,12M - 14M,4,48812122
182187,2021-03,2021,3,An Phat PC,Miền Bắc 1,Lang Son,Laptop,Acer,Acer,14M - 16M,12,154077876
182188,2021-03,2021,3,An Phat PC,Miền Bắc 1,Lang Son,Laptop,Acer,Acer,20M - 25M,1,19081818
182189,2021-03,2021,3,An Phat PC,Miền Bắc 1,Lang Son,Laptop,Acer,Acer,8M - 10M,2,16572727
182190,2021-03,2021,3,An Phat PC,Miền Bắc 1,Phu Tho,Laptop,Acer,Acer,10M - 12M,6,60963636
182191,2021-03,2021,3,An Phat PC,Miền Bắc 1,Phu Tho,Laptop,Acer,Acer,8M - 10M,4,33963636
182192,2021-03,2021,3,An Phat PC,Miền Bắc 1,Quang Ninh,Laptop,Acer,Acer,<8M,6,43036365
182193,2021-03,2021,3,An Phat PC,Miền Bắc 1,Quang Ninh,Laptop,Acer,Acer,10M - 12M,15,157090908
182194,2021-03,2021,3,An Phat PC,Miền Bắc 1,Quang Ninh,Laptop,Acer,Acer,12M - 14M,18,212259741
182195,2021-03,2021,3,An Phat PC,Miền Bắc 1,Quang Ninh,Laptop,Acer,Acer,14M - 16M,6,81027273
182196,2021-03,2021,3,An Phat PC,Miền Bắc 1,Quang Ninh,Laptop,Acer,Acer,16M - 20M,8,127200000
182197,2021-03,2021,3,An Phat PC,Miền Bắc 1,Quang Ninh,Laptop,Acer,Acer,8M - 10M,3,25936364
182198,2021-03,2021,3,An Phat PC,Miền Bắc 1,Son La,Laptop,Acer,Acer,<8M,4,27781818
182199,2021-03,2021,3,An Phat PC,Miền Bắc 1,Son La,Laptop,Acer,Acer,10M - 12M,12,125072727
182200,2021-03,2021,3,An Phat PC,Miền Bắc 1,Son La,Laptop,Acer,Acer,12M - 14M,16,195854544
182201,2021-03,2021,3,An Phat PC,Miền Bắc 1,Son La,Laptop,Acer,Acer,16M - 20M,1,15900000
182202,2021-03,2021,3,An Phat PC,Miền Bắc 1,Son La,Laptop,Acer,Acer,8M - 10M,2,16987879
182203,2021-03,2021,3,An Phat PC,Miền Bắc 1,Thai Nguyen,Laptop,Acer,Acer,10M - 12M,4,42509090
182204,2021-03,2021,3,An Phat PC,Miền Bắc 1,Thai Nguyen,Laptop,Acer,Acer,14M - 16M,6,79581819
182205,2021-03,2021,3,An Phat PC,Miền Bắc 1,Tuyen Quang,Laptop,Acer,Acer,10M - 12M,9,90107373
182206,2021-03,2021,3,An Phat PC,Miền Bắc 1,Tuyen Quang,Laptop,Acer,Acer,14M - 16M,4,53127272
182207,2021-03,2021,3,An Phat PC,Miền Bắc 1,Tuyen Quang,Laptop,Acer,Acer,8M - 10M,4,35643636
182208,2021-03,2021,3,An Phat PC,Miền Bắc 1,Vinh Phuc,Laptop,Acer,Acer,12M - 14M,4,27018182
182209,2021-03,2021,3,An Phat PC,Miền Bắc 1,Vinh Phuc,Laptop,Acer,Acer,14M - 16M,4,55418180
182210,2021-03,2021,3,An Phat PC,Miền Bắc 1,Vinh Phuc,Laptop,Acer,Acer,16M - 20M,4,72690910
182211,2021-03,2021,3,An Phat PC,Miền Bắc 1,Vinh Phuc,Laptop,Acer,Acer,20M - 25M,2,38163636
182212,2021-03,2021,3,An Phat PC,Miền Bắc 1,Vinh Phuc,Laptop,Acer,Acer,8M - 10M,4,35309091
182213,2021-03,2021,3,An Phat PC,Miền Bắc 1,Yen Bai,Laptop,Acer,Acer,12M - 14M,2,24163636
182214,2021-03,2021,3,An Phat PC,Miền Bắc 1,Yen Bai,Laptop,Acer,Acer,8M - 10M,4,36327272
182215,2021-03,2021,3,An Phat PC,Miền Bắc 2,Hai Duong,Laptop,Acer,Acer,<8M,3,20836365
182216,2021-03,2021,3,An Phat PC,Miền Bắc 2,Hai Duong,Laptop,Acer,Acer,10M - 12M,6,56168181
182217,2021-03,2021,3,An Phat PC,Miền Bắc 2,Hai Duong,Laptop,Acer,Acer,12M - 14M,2,21890909
182218,2021-03,2021,3,An Phat PC,Miền Bắc 2,Hai Duong,Laptop,Acer,Acer,14M - 16M,8,104363636
182219,2021-03,2021,3,An Phat PC,Miền Bắc 2,Hai Duong,Laptop,Acer,Acer,16M - 20M,6,98309091
182220,2021-03,2021,3,An Phat PC,Miền Bắc 2,Hai Duong,Laptop,Acer,Acer,8M - 10M,8,66985770
182221,2021-03,2021,3,An Phat PC,Miền Bắc 2,Ha Nam,Laptop,Acer,Acer,<8M,3,20836365
182222,2021-03,2021,3,An Phat PC,Miền Bắc 2,Ha Nam,Laptop,Acer,Acer,10M - 12M,2,22163636
182223,2021-03,2021,3,An Phat PC,Miền Bắc 2,Ha Nam,Laptop,Acer,Acer,12M - 14M,4,48636364
182224,2021-03,2021,3,An Phat PC,Miền Bắc 2,Ha Nam,Laptop,Acer,Acer,14M - 16M,4,53044516
182225,2021-03,2021,3,An Phat PC,Miền Bắc 2,Ha Nam,Laptop,Acer,Acer,16M - 20M,6,97309092
182226,2021-03,2021,3,An Phat PC,Miền Bắc 2,Ha Nam,Laptop,Acer,Acer,8M - 10M,4,35987476
182227,2021-03,2021,3,An Phat PC,Miền Bắc 2,Hai Phong,Laptop,Acer,Acer,10M - 12M,6,61254546
182228,2021-03,2021,3,An Phat PC,Miền Bắc 2,Hai Phong,Laptop,Acer,Acer,14M - 16M,8,110836364
182229,2021-03,2021,3,An Phat PC,Miền Bắc 2,Hai Phong,Laptop,Acer,Acer,16M - 20M,12,192163635
182230,2021-03,2021,3,An Phat PC,Miền Bắc 2,Ha Tinh,Laptop,Acer,Acer,10M - 12M,4,42725846
182231,2021-03,2021,3,An Phat PC,Miền Bắc 2,Ha Tinh,Laptop,Acer,Acer,12M - 14M,4,46145454
182232,2021-03,2021,3,An Phat PC,Miền Bắc 2,Ha Tinh,Laptop,Acer,Acer,8M - 10M,6,50945454
182233,2021-03,2021,3,An Phat PC,Miền Bắc 2,Hung Yen,Laptop,Acer,Acer,10M - 12M,12,121254546
182234,2021-03,2021,3,An Phat PC,Miền Bắc 2,Hung Yen,Laptop,Acer,Acer,12M - 14M,3,35427273
182235,2021-03,2021,3,An Phat PC,Miền Bắc 2,Hung Yen,Laptop,Acer,Acer,16M - 20M,8,161600000
182236,2021-03,2021,3,An Phat PC,Miền Bắc 2,Hung Yen,Laptop,Acer,Acer,20M - 25M,6,114490908
182237,2021-03,2021,3,An Phat PC,Miền Bắc 2,Nghe An,Laptop,Acer,Acer,<8M,1,6945455
182238,2021-03,2021,3,An Phat PC,Miền Bắc 2,Nghe An,Laptop,Acer,Acer,10M - 12M,6,60990910
182239,2021-03,2021,3,An Phat PC,Miền Bắc 2,Nghe An,Laptop,Acer,Acer,12M - 14M,4,49054546
182240,2021-03,2021,3,An Phat PC,Miền Bắc 2,Nghe An,Laptop,Acer,Acer,14M - 16M,6,79336365
182241,2021-03,2021,3,An Phat PC,Miền Bắc 2,Nghe An,Laptop,Acer,Acer,16M - 20M,4,64872728
182242,2021-03,2021,3,An Phat PC,Miền Bắc 2,Nghe An,Laptop,Acer,Acer,20M - 25M,6,119945454
182243,2021-03,2021,3,An Phat PC,Miền Bắc 2,Nghe An,Laptop,Acer,Acer,8M - 10M,12,105981819
182244,2021-03,2021,3,An Phat PC,Miền Bắc 2,Ninh Binh,Laptop,Acer,Acer,10M - 12M,2,18527272
182245,2021-03,2021,3,An Phat PC,Miền Bắc 2,Ninh Binh,Laptop,Acer,Acer,16M - 20M,6,109036365
182246,2021-03,2021,3,An Phat PC,Miền Bắc 2,Nam Dinh,Laptop,Acer,Acer,10M - 12M,2,21776364
182247,2021-03,2021,3,An Phat PC,Miền Bắc 2,Nam Dinh,Laptop,Acer,Acer,12M - 14M,2,22527272
182248,2021-03,2021,3,An Phat PC,Miền Bắc 2,Nam Dinh,Laptop,Acer,Acer,14M - 16M,8,109018180
182249,2021-03,2021,3,An Phat PC,Miền Bắc 2,Nam Dinh,Laptop,Acer,Acer,16M - 20M,8,138109090
182250,2021-03,2021,3,An Phat PC,Miền Bắc 2,Nam Dinh,Laptop,Acer,Acer,8M - 10M,4,35963636
182251,2021-03,2021,3,An Phat PC,Miền Bắc 2,Quang Binh,Laptop,Acer,Acer,10M - 12M,12,125672727
182252,2021-03,2021,3,An Phat PC,Miền Bắc 2,Quang Binh,Laptop,Acer,Acer,16M - 20M,4,64236364
182253,2021-03,2021,3,An Phat PC,Miền Bắc 2,Quang Binh,Laptop,Acer,Acer,8M - 10M,2,18163636
182254,2021-03,2021,3,An Phat PC,Miền Bắc 2,Quang Tri,Laptop,Acer,Acer,10M - 12M,3,31518182
182255,2021-03,2021,3,An Phat PC,Miền Bắc 2,Quang Tri,Laptop,Acer,Acer,12M - 14M,6,73218183
182256,2021-03,2021,3,An Phat PC,Miền Bắc 2,Thai Binh,Laptop,Acer,Acer,10M - 12M,2,25618182
182257,2021-03,2021,3,An Phat PC,Miền Bắc 2,Thai Binh,Laptop,Acer,Acer,12M - 14M,0,0
182258,2021-03,2021,3,An Phat PC,Miền Bắc 2,Thai Binh,Laptop,Acer,Acer,14M - 16M,6,106733454
182259,2021-03,2021,3,An Phat PC,Miền Bắc 2,Thai Binh,Laptop,Acer,Acer,16M - 20M,3,49063635
182260,2021-03,2021,3,An Phat PC,Miền Bắc 2,Thai Binh,Laptop,Acer,Acer,20M - 25M,9,171736365
182261,2021-03,2021,3,An Phat PC,Miền Bắc 2,Thai Binh,Laptop,Acer,Acer,8M - 10M,10,85636364
182262,2021-03,2021,3,An Phat PC,Miền Bắc 2,Thanh Hoa,Laptop,Acer,Acer,12M - 14M,12,143345456
182263,2021-03,2021,3,An Phat PC,Miền Bắc 2,Thanh Hoa,Laptop,Acer,Acer,14M - 16M,4,53127272
182264,2021-03,2021,3,An Phat PC,Miền Bắc 2,Thanh Hoa,Laptop,Acer,Acer,16M - 20M,8,145381820
182265,2021-03,2021,3,An Phat PC,Miền Bắc 2,Thanh Hoa,Laptop,Acer,Acer,8M - 10M,2,18163636
182266,2021-03,2021,3,An Phat PC,Miền Trung,Binh Dinh,Laptop,Acer,Acer,<8M,3,11949954
182267,2021-03,2021,3,An Phat PC,Miền Trung,Binh Dinh,Laptop,Acer,Acer,10M - 12M,8,82351516
182268,2021-03,2021,3,An Phat PC,Miền Trung,Binh Dinh,Laptop,Acer,Acer,12M - 14M,2,24102273
182269,2021-03,2021,3,An Phat PC,Miền Trung,Binh Dinh,Laptop,Acer,Acer,8M - 10M,8,67109092
182270,2021-03,2021,3,An Phat PC,Miền Trung,Da Nang,Laptop,Acer,Acer,<8M,2,10309090
182271,2021-03,2021,3,An Phat PC,Miền Trung,Da Nang,Laptop,Acer,Acer,10M - 12M,6,62181818
182272,2021-03,2021,3,An Phat PC,Miền Trung,Da Nang,Laptop,Acer,Acer,12M - 14M,6,74127272
182273,2021-03,2021,3,An Phat PC,Miền Trung,Da Nang,Laptop,Acer,Acer,14M - 16M,0,0
182274,2021-03,2021,3,An Phat PC,Miền Trung,Da Nang,Laptop,Acer,Acer,16M - 20M,6,89945454
182275,2021-03,2021,3,An Phat PC,Miền Trung,Da Nang,Laptop,Acer,Acer,8M - 10M,4,34872728
182276,2021-03,2021,3,An Phat PC,Miền Trung,Dak Nong,Laptop,Acer,Acer,12M - 14M,6,74127272
182277,2021-03,2021,3,An Phat PC,Miền Trung,Dak Nong,Laptop,Acer,Acer,14M - 16M,6,85090910
182278,2021-03,2021,3,An Phat PC,Miền Trung,Dak Nong,Laptop,Acer,Acer,8M - 10M,12,108981819
182279,2021-03,2021,3,An Phat PC,Miền Trung,Dak Lak,Laptop,Acer,Acer,10M - 12M,4,38993940
182280,2021-03,2021,3,An Phat PC,Miền Trung,Dak Lak,Laptop,Acer,Acer,12M - 14M,1,11877273
182281,2021-03,2021,3,An Phat PC,Miền Trung,Dak Lak,Laptop,Acer,Acer,16M - 20M,1,16809091
182282,2021-03,2021,3,An Phat PC,Miền Trung,Dak Lak,Laptop,Acer,Acer,8M - 10M,7,61854545
182283,2021-03,2021,3,An Phat PC,Miền Trung,Gia Lai,Laptop,Acer,Acer,10M - 12M,8,81018180
182284,2021-03,2021,3,An Phat PC,Miền Trung,Gia Lai,Laptop,Acer,Acer,12M - 14M,4,46000000
182285,2021-03,2021,3,An Phat PC,Miền Trung,Gia Lai,Laptop,Acer,Acer,8M - 10M,6,52104546
182286,2021-03,2021,3,An Phat PC,Miền Trung,Kon Tum,Laptop,Acer,Acer,10M - 12M,16,162909092
182287,2021-03,2021,3,An Phat PC,Miền Trung,Kon Tum,Laptop,Acer,Acer,12M - 14M,4,47854546
182288,2021-03,2021,3,An Phat PC,Miền Trung,Kon Tum,Laptop,Acer,Acer,8M - 10M,2,17163636
182289,2021-03,2021,3,An Phat PC,Miền Trung,Khanh Hoa,Laptop,Acer,Acer,10M - 12M,4,40412121
182290,2021-03,2021,3,An Phat PC,Miền Trung,Khanh Hoa,Laptop,Acer,Acer,12M - 14M,6,71037918
182291,2021-03,2021,3,An Phat PC,Miền Trung,Khanh Hoa,Laptop,Acer,Acer,14M - 16M,4,53806060
182292,2021-03,2021,3,An Phat PC,Miền Trung,Khanh Hoa,Laptop,Acer,Acer,16M - 20M,10,160704546
182293,2021-03,2021,3,An Phat PC,Miền Trung,Khanh Hoa,Laptop,Acer,Acer,20M - 25M,6,128127273
182294,2021-03,2021,3,An Phat PC,Miền Trung,Khanh Hoa,Laptop,Acer,Acer,8M - 10M,12,106145454
182295,2021-03,2021,3,An Phat PC,Miền Trung,Lam Dong,Laptop,Acer,Acer,<8M,3,17672727
182296,2021-03,2021,3,An Phat PC,Miền Trung,Lam Dong,Laptop,Acer,Acer,10M - 12M,21,216768609
182297,2021-03,2021,3,An Phat PC,Miền Trung,Lam Dong,Laptop,Acer,Acer,12M - 14M,6,70963636
182298,2021-03,2021,3,An Phat PC,Miền Trung,Lam Dong,Laptop,Acer,Acer,14M - 16M,4,53083636
182299,2021-03,2021,3,An Phat PC,Miền Trung,Lam Dong,Laptop,Acer,Acer,16M - 20M,20,327090908
182300,2021-03,2021,3,An Phat PC,Miền Trung,Lam Dong,Laptop,Acer,Acer,20M - 25M,4,83236364
182301,2021-03,2021,3,An Phat PC,Miền Trung,Lam Dong,Laptop,Acer,Acer,8M - 10M,21,181638069
182302,2021-03,2021,3,An Phat PC,Miền Trung,Ninh Thuan,Laptop,Acer,Acer,10M - 12M,6,62836365
182303,2021-03,2021,3,An Phat PC,Miền Trung,Ninh Thuan,Laptop,Acer,Acer,12M - 14M,2,23072727
182304,2021-03,2021,3,An Phat PC,Miền Trung,Phu Yen,Laptop,Acer,Acer,<8M,2,13890910
182305,2021-03,2021,3,An Phat PC,Miền Trung,Phu Yen,Laptop,Acer,Acer,>25M,3,74972727
182306,2021-03,2021,3,An Phat PC,Miền Trung,Phu Yen,Laptop,Acer,Acer,10M - 12M,6,64854546
182307,2021-03,2021,3,An Phat PC,Miền Trung,Phu Yen,Laptop,Acer,Acer,12M - 14M,6,70854546
182308,2021-03,2021,3,An Phat PC,Miền Trung,Phu Yen,Laptop,Acer,Acer,14M - 16M,6,80609091
182309,2021-03,2021,3,An Phat PC,Miền Trung,Phu Yen,Laptop,Acer,Acer,8M - 10M,8,68654544
182310,2021-03,2021,3,An Phat PC,Miền Trung,Quang Ngai,Laptop,Acer,Acer,10M - 12M,20,202436364
182311,2021-03,2021,3,An Phat PC,Miền Trung,Quang Ngai,Laptop,Acer,Acer,12M - 14M,4,47541362
182312,2021-03,2021,3,An Phat PC,Miền Trung,Quang Ngai,Laptop,Acer,Acer,8M - 10M,4,33418182
182313,2021-03,2021,3,An Phat PC,Miền Trung,Quang Nam,Laptop,Acer,Acer,>25M,3,71440908
182314,2021-03,2021,3,An Phat PC,Miền Trung,Quang Nam,Laptop,Acer,Acer,10M - 12M,4,40680000
182315,2021-03,2021,3,An Phat PC,Miền Trung,Quang Nam,Laptop,Acer,Acer,12M - 14M,12,145857138
182316,2021-03,2021,3,An Phat PC,Miền Trung,Quang Nam,Laptop,Acer,Acer,16M - 20M,6,100854546
182317,2021-03,2021,3,An Phat PC,Miền Trung,Quang Nam,Laptop,Acer,Acer,20M - 25M,6,114490908
182318,2021-03,2021,3,An Phat PC,Miền Trung,Quang Nam,Laptop,Acer,Acer,8M - 10M,4,36327272
182319,2021-03,2021,3,An Phat PC,Miền Trung,Hue,Laptop,Acer,Acer,10M - 12M,6,60968182
182320,2021-03,2021,3,An Phat PC,Miền Trung,Hue,Laptop,Acer,Acer,12M - 14M,4,51249090
182321,2021-03,2021,3,An Phat PC,Miền Trung,Hue,Laptop,Acer,Acer,20M - 25M,6,114490908
182322,2021-03,2021,3,An Phat PC,Miền Trung,Hue,Laptop,Acer,Acer,8M - 10M,2,16981818
182323,2021-03,2021,3,An Phat PC,Tây Nam Bộ,An Giang,Laptop,Acer,Acer,12M - 14M,6,74127273
182324,2021-03,2021,3,An Phat PC,Tây Nam Bộ,An Giang,Laptop,Acer,Acer,16M - 20M,4,68690909
182325,2021-03,2021,3,An Phat PC,Tây Nam Bộ,An Giang,Laptop,Acer,Acer,8M - 10M,2,17042424
182326,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Bac Lieu,Laptop,Acer,Acer,10M - 12M,8,81963636
182327,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Bac Lieu,Laptop,Acer,Acer,12M - 14M,2,22072727
182328,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Bac Lieu,Laptop,Acer,Acer,14M - 16M,2,27431334
182329,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Bac Lieu,Laptop,Acer,Acer,16M - 20M,2,35900000
182330,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Bac Lieu,Laptop,Acer,Acer,8M - 10M,6,53604546
182331,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Ben Tre,Laptop,Acer,Acer,>25M,2,49981818
182332,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Ben Tre,Laptop,Acer,Acer,10M - 12M,6,60781818
182333,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Ben Tre,Laptop,Acer,Acer,12M - 14M,4,47236364
182334,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Ben Tre,Laptop,Acer,Acer,14M - 16M,4,53818182
182335,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Ben Tre,Laptop,Acer,Acer,16M - 20M,3,54518181
182336,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Ben Tre,Laptop,Acer,Acer,20M - 25M,6,126763635
182337,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Ben Tre,Laptop,Acer,Acer,8M - 10M,6,52609090
182338,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Ca Mau,Laptop,Acer,Acer,10M - 12M,6,63218181
182339,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Ca Mau,Laptop,Acer,Acer,12M - 14M,9,103281819
182340,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Ca Mau,Laptop,Acer,Acer,14M - 16M,3,39790908
182341,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Ca Mau,Laptop,Acer,Acer,16M - 20M,4,68448484
182342,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Ca Mau,Laptop,Acer,Acer,20M - 25M,2,38163636
182343,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Ca Mau,Laptop,Acer,Acer,8M - 10M,6,53828571
182344,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Can Tho,Laptop,Acer,Acer,<8M,6,41018181
182345,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Can Tho,Laptop,Acer,Acer,>25M,4,94963636
182346,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Can Tho,Laptop,Acer,Acer,10M - 12M,6,61745454
182347,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Can Tho,Laptop,Acer,Acer,12M - 14M,16,193810100
182348,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Can Tho,Laptop,Acer,Acer,14M - 16M,8,131549092
182349,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Can Tho,Laptop,Acer,Acer,16M - 20M,6,99286364
182350,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Can Tho,Laptop,Acer,Acer,20M - 25M,4,76327272
182351,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Can Tho,Laptop,Acer,Acer,8M - 10M,12,106363635
182352,2021-03,2021,3,An Phat PC,Tây Nam Bộ,Dong Thap,Laptop,Acer,Acer,>25M,2,42472727
